"REGISTRO","TIPO_ENCUESTA","PC1","COD_HABITAT","PC3","COD_EDAD","PC4","PC6","PC7","PC7A","PC8","P1001_1","P1001_2","P1002_COD","P1002_1_COD","P1002_2_COD","P1003_COD","P1003_1_COD","P1003_2_COD","P1004_COD","P1004_1_COD","P1004_2_COD","P1005_1","P1005_2","P1005_3","P1006","P1007","P1008","P1009","P1010","P1011","P1012","P1013","P1013_1","P1014","P1015","P1016","P11017","P1101_A","P1102_A","P1103","P1104","P1105_COD_B_1","P1105_COD_B_2","P1105_COD_B_3","P1106","P1107","P1108_COD_B_1","P1108_COD_B_2","P1108_COD_B_3","P1109_1","P1109_2","P1109_3","P1109_4","P1109_5","P1109_6","P1109_7","P1109_8","P1017","P1018","P2102","P2003","P2004_1","P2004_2","P2004_3","P2004_4","P2004_5","P2002_CONOC_1","P2002_VALOR_1","P2002_CONOC_2","P2002_VALOR_2","P2002_CONOC_3","P2002_VALOR_3","P2002_CONOC_4","P2002_VALOR_4","P2002_CONOC_5","P2002_VALOR_5","P2103_1","P2103_2","P2103_3","P2103_4","P2103_5","P2002B_CONOC_1","P2002B_VALOR_1","P2002B_CONOC_2","P2002B_VALOR_2","P2002B_CONOC_3","P2002B_VALOR_3","P2002B_CONOC_4","P2002B_VALOR_4","P2002B_CONOC_5","P2002B_VALOR_5","P2002B_CONOC_6","P2002B_VALOR_6","P2002B_CONOC_7","P2002B_VALOR_7","P2002B_CONOC_8","P2002B_VALOR_8","P2002B_CONOC_9","P2002B_VALOR_9","P2002B_CONOC_10","P2002B_VALOR_10","P2005R","P2007R","P2008","P2008R","P2105","P2105R","P2105B","P2106","P2106A","P2009","P2010","P2012","P2013","P2014","P2015"
10120,"ONLINE","Córdoba","De 100.001 o más","Hombre","25-34",30,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",10,10,"Falta de trabajo: paro","Insatisfacción con la política","Inmigración","Falta de trabajo: paro","Educación-cultura-investigación","Paro y precariedad laboral","Sanidad","Paro y precariedad laboral","Otros","CIUDADANOS","PSOE","CIUDADANOS","Mala","Igual","Se quedará igual","Mala","Peor","Empeorará","Mala","Igual","Se quedará igual","Buena","Igual","Se quedará igual","Ni mejor ni peor","Combatir la subida de los precios","Desarrollar medidas que garanticen una conciliación real","No","Ni bien ni mal(no leer)","Otros"," "," ","No","Ni bien ni mal(no leer)","Otros"," "," ","De acuerdo","De acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","Buena","Buena","Conservador/a",7,6,5,6,5,6,"Sí",5,"Sí",6,"Sí",7,"Sí",8,"Sí",7,5,5,5,5,5,"Sí",6,"Sí",6,"Sí",6,"Sí",6,"Sí",6,"Sí",6,"Sí",6,"Sí",6,"Sí",6,"Sí",6,"Ciudadanos","Adelante Andalucía","Pensé en ir a votar pero no lo hice","No votó","Pensé en ir a votar pero no lo hice","No votó","Nunca voto","No contesta"," ","Nos llega para vivir","Muy probable","Muy religiosa","Bachillerato","Trabaja","Profesional o trabajador autónomo (sin asalariados)"
10123,"ONLINE","Córdoba","De 100.001 o más","Mujer","25-34",28,"Sí","Sí, tengo la nacionalidad española"," ","Sí, pero no lo utiliza",5,5,"Falta de trabajo: paro","Sanidad","Otros","Inmigración","Falta de trabajo: paro","Sanidad","Falta de trabajo: paro","Otros","No sabe","VOX","VOX","PP","Ni buena ni mala","Igual","Mejorará","Ni buena ni mala","Igual","Se quedará igual","Ni buena ni mala","Igual","Se quedará igual","Ni buena ni mala","Mejor","Se quedará igual","Mejor","Que se genere  más empleo","Que la Junta de Andalucía y los Ayuntamientos creen más empleo","No sabe","Ni bien ni mal(no leer)","Otros"," "," ","No contesta","Ni bien ni mal(no leer)","No sabe"," "," ","De acuerdo","De acuerdo","De acuerdo","Muy de acuerdo","Ni de acuerdo ni en desacuerdo","Ni de acuerdo ni en desacuerdo","Ni de acuerdo ni en desacuerdo","Ni de acuerdo ni en desacuerdo","Regular (no leer)","Regular (no leer)","Nacionalista",5,5,5,5,5,5,"Sí",6,"Sí",4,"No"," ","No"," ","No"," ",5,4,"No contesta","No contesta","No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Vox","Vox","No voté porque no tenía edad","No votó","No fui a votar","No votó","Antes de iniciar la campaña","No contesta"," ","Vivimos confortablemente con los ingresos actuales","Nada probable","Poca religiosa","Educación secundaria (ESO)","Parado/a y busca su primer empleo"," "
10128,"ONLINE","Jaén","Menos de 10.000","Mujer","45-54",46,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",5,5,"Insatisfacción con el Gobierno central / Madrid","Insatisfacción con la política","Insatisfacción con los políticos","No sabe","No sabe","Gobierno de la Junta","No sabe","Corrupción política","Inflación / pérdida de poder adquisitivo / vida cara / precio de los carburantes","Ninguno","Ninguno","Ninguno","Mala","Peor","Empeorará","Mala","Peor","Empeorará","Mala","Peor","Empeorará","Mala","Peor","Empeorará","Peor","Que suban los salarios","Mejora o impulso de la formación profesional","Sí","Muy bien","No sabe"," "," ","Sí","Bien","No sabe"," "," ","Ni de acuerdo ni en desacuerdo","Ni de acuerdo ni en desacuerdo","Ni de acuerdo ni en desacuerdo","Ni de acuerdo ni en desacuerdo","Ni de acuerdo ni en desacuerdo","Ni de acuerdo ni en desacuerdo","Ni de acuerdo ni en desacuerdo","Ni de acuerdo ni en desacuerdo","Mala","Mala","Ninguno",6,6,5,6,5,5,"No"," ","Sí",6,"No"," ","No"," ","No"," ","No contesta",6,"No contesta","No contesta","No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No sabe","No votaría","No contesta","No votó","No contesta","No votó"," ","No contesta"," ","Tenemos dificultades","Probable (NO LEER)","Algo religiosa","Licenciatura o Grado","Trabaja","Asalariado del sector privado"
10129,"ONLINE","Cádiz","De 50.001 a 100.000","Hombre","25-34",33,"Sí","Sí, tengo la nacionalidad española"," ","No",10,10,"No sabe","No contesta","No contesta","No sabe","No sabe","No sabe","No sabe","No sabe","No sabe","No contesta","No contesta","No contesta","Ni buena ni mala","No sabe","Mejorará","Buena","No sabe","Mejorará","Buena","Mejor","Mejorará","No sabe","No sabe","No sabe","Mejor","Que se genere  más empleo","Que la Junta de Andalucía y los Ayuntamientos creen más empleo","Sí","Bien","Buena atención/trato"," "," ","No","No sabe","No sabe"," "," ","Ni de acuerdo ni en desacuerdo","En desacuerdo","Ni de acuerdo ni en desacuerdo","Muy de acuerdo","No sabe","Ni de acuerdo ni en desacuerdo","No sabe","Muy de acuerdo","No sabe","No sabe","Ninguno",7,6,6,6,6,6,"Sí","No contesta","Sí","No contesta","Sí","No contesta","Sí","No contesta","Sí","No contesta","No contesta","No contesta","No contesta","No contesta","No contesta","Sí","No contesta","Sí","No contesta","Sí","No contesta","Sí","No contesta","Sí","No contesta","Sí","No contesta","Sí","No contesta","Sí","No contesta","Sí","No contesta","Sí","No contesta","Ninguno (NO LEER)","No sabe","No contesta","No votó","No contesta","No votó"," ","No contesta"," ","Vivimos confortablemente con los ingresos actuales","Probable (NO LEER)","Algo religiosa","Educación secundaria (ESO)","Trabaja","Profesional o trabajador autónomo (sin asalariados)"
10131,"ONLINE","Cádiz","De 100.001 o más","Hombre","45-54",45,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",8,7,"Corrupción política","Falta de trabajo: paro","Mal funcionamiento de la justicia","Corrupción política","Falta de trabajo: paro","Otros","Falta de trabajo: paro","Descontento con los medios de comunicación","No ayuda a los empresarios autónomos","Ninguno","VOX","No sabe","Mala","Igual","Se quedará igual","Muy mala","Igual","Empeorará","Mala","Peor","Mejorará","Ni buena ni mala","Igual","Se quedará igual","Ni mejor ni peor","Aumentar la participación de los ciudadanos en las decisiones del Gobierno de Andalucía","Otro ¿Cuál? (no leer)","Sí","Muy mal","Falta de profesionales médicos"," "," ","No","Ni bien ni mal(no leer)","Necesidad de mejorar en general"," "," ","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy de acuerdo","De acuerdo","Muy de acuerdo","Muy de acuerdo","De acuerdo","Regular (no leer)","Regular (no leer)","Apolítico","No sabe",8,3,"No sabe",5,9,"Sí",5,"Sí",3,"No"," ","No"," ","No"," ",6,3,"No contesta","No contesta","No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Ninguno (NO LEER)","PACMA","Pensé en ir a votar pero no lo hice","No votó","Pensé en ir a votar pero no lo hice","No votó","El mismo día de las elecciones","No contesta"," ","Nos llega para vivir","Probable (NO LEER)","Poca religiosa","Educación primaria","Trabaja","Empresario o profesional con asalariados"
10136,"ONLINE","Córdoba","De 20.001 a 50.000","Hombre","65-74",68,"Sí","Sí, tengo la nacionalidad española"," ","No",2,1,"Insatisfacción con los políticos","Crisis","Otros","Paro juvenil","Pensiones bajas","Inmigración","Funcionamiento de la economía","Pensiones bajas","Sanidad","Ninguno","Ninguno","Ninguno","Mala","Peor","Empeorará","Mala","Peor","Empeorará","Muy mala","Mejor","Mejorará","Mala","Igual","Se quedará igual","Ni mejor ni peor","Mejorar los servicios sanitarios","Atraer las inversiones de empresas que quieran instalarse en Andalucía","Sí","Mal","Reducir listas/tiempos de espera de atención","Escaso interés/profesionalidad/empatía mostrado por parte del personal sanitario"," ","No","Ni bien ni mal(no leer)","No sabe"," "," ","De acuerdo","En desacuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Ni de acuerdo ni en desacuerdo","Ni de acuerdo ni en desacuerdo","No sabe","No sabe","Apolítico",5,8,5,"No sabe",7,10,"No"," ","No"," ","No"," ","No"," ","No"," ","No contesta","No contesta","No contesta","No contesta","No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Ninguno (NO LEER)","Nulo","No fui a votar","No votó","No fui a votar","No votó","Antes de iniciar la campaña","No contesta"," ","Tenemos muchas dificultades","No sabe","Muy religiosa","Bachillerato","Jubilado o pensionista (anteriormente ha trabajado)"," "
10157,"ONLINE","Málaga","De 100.001 o más","Hombre","45-54",53,"Sí","Sí, tengo la nacionalidad española"," ","No",1,1,"Insatisfacción con la política","No sabe","No sabe","Falta de trabajo: paro","No sabe","No sabe","Falta de trabajo: paro","No sabe","No sabe","PP","PP","PP","Muy mala","Peor","Empeorará","Mala","Peor","Empeorará","Muy mala","Mejor","Empeorará","Ni buena ni mala","Mejor","Mejorará","Peor","Que se genere  más empleo","Luchar contra el fraude laboral","Sí","Muy bien","Bien en general, buena experiencia, calidad de la asistencia"," "," ","No","No sabe","No sabe"," "," ","Muy de acuerdo","Ni de acuerdo ni en desacuerdo","Ni de acuerdo ni en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","Ni de acuerdo ni en desacuerdo","Ni de acuerdo ni en desacuerdo","Buena","Buena","Conservador/a",6,6,5,"No sabe",6,10,"Sí",8,"Sí",1,"Sí",5,"No"," ","No"," ",6,5,5,"No contesta","No contesta","Sí",5,"No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Partido Popular (PP)","PP","Habitualmente voto pero esa vez no","No votó","Habitualmente voto pero esta vez no","No votó","El mismo día de las elecciones","No contesta"," ","Tenemos muchas dificultades","Muy probable","Religiosa","Diplomatura","Parado/a y ha trabajado antes"," "
10169,"ONLINE","Málaga","De 20.001 a 50.000","Mujer","25-34",27,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",4,6,"Otros","No sabe","No sabe","Desigualdad social y pobreza","Discriminación de la mujer","Violencia (en general)","Desigualdad social y pobreza","Desigualdad social y pobreza","Violencia de género","PSOE","PSOE","PSOE","Mala","Mejor","Mejorará","Muy buena","Igual","Se quedará igual","Buena","Mejor","Se quedará igual","Muy buena","Mejor","Mejorará","Mucho mejor","Que se genere  más empleo","Que la Junta de Andalucía y los Ayuntamientos creen más empleo","No","Muy bien","Buenos profesionales"," "," ","Sí","Ni bien ni mal(no leer)","Buenos profesionales"," "," ","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","De acuerdo","Buena","Regular (no leer)","Conservador/a",6,3,"No contesta",10,5,1,"Sí",9,"Sí","No contesta","Sí",4,"Sí",6,"Sí",1,1,5,3,2,5,"Sí",1,"Sí",4,"Sí",3,"Sí",5,"Sí",3,"Sí",2,"Sí",1,"Sí",4,"Sí",3,"Sí",1,"Partidos Socialista Obrero Español (PSOE)","PSOE","No fui a votar","No votó","No voté porque no tenía edad","No votó"," ","No contesta"," ","Vivimos confortablemente con los ingresos actuales","Muy probable","Religiosa","Educación secundaria (ESO)","Trabaja","Empresario o profesional con asalariados"
10174,"ONLINE","Sevilla","De 100.001 o más","Hombre","35-44",42,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",9,10,"Insatisfacción con los políticos","Insatisfacción con la política","Insatisfacción con la política","Otros","Falta de trabajo: paro","Corrupción política","Falta de industria","Exceso de tráfico, aparcamiento","Transporte público: mal funcionamiento o insuficiente","Ninguno","Ninguno","Ninguno","Mala","Igual","Empeorará","Mala","Peor","Empeorará","Ni buena ni mala","Mejor","Mejorará","Mala","Peor","Empeorará","Peor","Mejorar los servicios sanitarios","Atraer las inversiones de empresas que quieran instalarse en Andalucía","Sí","Mal","Mejorar la gestión sanitaria"," "," ","Sí","Ni bien ni mal(no leer)","Mejorar/estabilizar sistema educativo/leyes/planes educativos"," "," ","De acuerdo","En desacuerdo","En desacuerdo","En desacuerdo","En desacuerdo","En desacuerdo","En desacuerdo","En desacuerdo","Mala","Mala","Progresista","No contesta","No contesta","No contesta","No contesta","No contesta","No contesta","Sí",1,"Sí",1,"Sí",1,"Sí",1,"Sí",1,"No contesta","No contesta","No contesta","No contesta","No contesta","Sí",1,"Sí",1,"Sí",1,"Sí",1,"Sí",1,"Sí",1,"Sí",1,"Sí",1,"Sí",1,"Sí",1,"Ninguno (NO LEER)","Nulo","No fui a votar","No votó","No fui a votar","No votó","Antes de iniciar la campaña","No contesta"," ","Vivimos confortablemente con los ingresos actuales","Poco probable","Atea (NO LEER)","Doctorado","Trabaja","Asalariado del sector privado"
10177,"ONLINE","Sevilla","Menos de 10.000","Hombre","25-34",28,"Sí","Sí, tengo la nacionalidad española"," ","No",7,7,"Insatisfacción con la política","Crisis","Descontento con el euro","Insatisfacción con la política","Crisis","Descontento con el euro","Insatisfacción con la política","Crisis","Descontento con el euro","Ninguno","Ninguno","Ninguno","Mala","Peor","Empeorará","Mala","Peor","Empeorará","Mala","Peor","Empeorará","Mala","Peor","Empeorará","Peor","Que se genere  más empleo","Que la Junta de Andalucía y los Ayuntamientos creen más empleo","Sí","Mal","Reducir listas/tiempos de espera de atención","Falta de profesionales médicos"," ","No","Ni bien ni mal(no leer)","Bien, por gratuidad, ayudas, becas, libros gratis, familias desfavorecidas, cobertura a total de la población"," "," ","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","En desacuerdo","Muy de acuerdo","Muy de acuerdo","En desacuerdo","Muy de acuerdo","Regular (no leer)","Regular (no leer)","Liberal",8,9,4,4,10,"No contesta","Sí",5,"Sí",4,"No"," ","No"," ","No"," ",9,4,"No contesta","No contesta","No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Sí",9,"No"," ","Ninguno (NO LEER)","No votaría","No fui a votar","No votó","Habitualmente voto pero esta vez no","No votó","Antes de iniciar la campaña","No contesta"," ","Tenemos muchas dificultades","Bastante probable","Nada religiosa","Formación profesional II (segundo grado)","Parado/a y ha trabajado antes"," "
10196,"ONLINE","Cádiz","De 100.001 o más","Hombre","35-44",44,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",5,5,"Falta de trabajo: paro","Sanidad","Paro y precariedad laboral","Falta de trabajo: paro","Sanidad","Paro y precariedad laboral","Sanidad","Falta de trabajo: paro","Falta de trabajo: paro","PP","PP","PP","Muy mala","No sabe","Empeorará","No sabe","No sabe","Empeorará","Muy mala","Peor","Empeorará","Mala","Peor","Empeorará","Mucho peor","Que se genere  más empleo","Que la Junta de Andalucía y los Ayuntamientos creen más empleo","No","Mal","Falta de profesionales médicos"," "," ","No","Mal","Perdida de valores/ la educación que traen los alumnos de casa"," "," ","De acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","De acuerdo","De acuerdo","De acuerdo","Mala","Mala","Conservador/a",7,7,7,6,5,6,"No"," ","Sí",8,"Sí",7,"Sí",8,"No"," ","No contesta",8,9,6,"No contesta","Sí",7,"Sí",7,"Sí",6,"Sí",6,"Sí",6,"Sí",7,"No"," ","No"," ","No"," ","No"," ","Vox","Vox","Pensé en ir a votar pero no lo hice","No votó","Pensé en ir a votar pero no lo hice","No votó","Nunca voto","No contesta"," ","Tenemos dificultades","Bastante probable","Poca religiosa","Formación profesional II (segundo grado)","Trabaja","Empresario o profesional con asalariados"
10210,"ONLINE","Granada","De 100.001 o más","Hombre","18-24",22,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",8,2,"Falta de cohesión social/ división de los españoles por el tema políticos","Bajo nivel educativo/cultural","Bajo nivel educativo/cultural","Bajo nivel educativo/cultural","Bajo nivel educativo/cultural","Crisis valores morales","Crisis valores morales","Bajo nivel educativo/cultural","Otros","Ninguno","Ninguno","Ninguno","Mala","Igual","Empeorará","Muy mala","Peor","Se quedará igual","Ni buena ni mala","Peor","Se quedará igual","Muy mala","Peor","No sabe","Peor","Que se genere  más empleo","Desarrollar medidas que garanticen una conciliación real","Sí","Bien","Bien en general, buena experiencia, calidad de la asistencia"," "," ","No","Muy mal","Mejorar/actualizar contenidos/materias /metodologías"," "," ","Ni de acuerdo ni en desacuerdo","Ni de acuerdo ni en desacuerdo","Ni de acuerdo ni en desacuerdo","De acuerdo","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","De acuerdo","Mala","Muy mala","Animalista",5,8,6,5,7,9,"Sí",5,"Sí",2,"No"," ","No"," ","No"," ",6,4,"No contesta","No contesta","No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Ninguno (NO LEER)","No votaría","No fui a votar","No votó","No fui a votar","No votó","Nunca voto","No contesta"," ","Vivimos confortablemente con los ingresos actuales","Nada probable","Atea (NO LEER)","Master","Trabaja","Profesional o trabajador autónomo (sin asalariados)"
10213,"ONLINE","Jaén","De 50.001 a 100.000","Hombre","35-44",43,"Sí","Sí, tengo la nacionalidad española"," ","Sí, pero no lo utiliza","No contesta","No contesta","Falta de trabajo: paro","Violencia de género","Problema de Cataluña","Falta de trabajo: paro","Funcionamiento de la economía","Insatisfacción con la política","Inflación / pérdida de poder adquisitivo / vida cara / precio de los carburantes","Falta de trabajo: paro","Insatisfacción con la política","VOX","VOX","VOX","Mala","No sabe","Empeorará","Muy mala","No sabe","No sabe","Muy mala","Peor","Empeorará","Muy mala","Peor","No sabe","Mucho peor","Que se genere  más empleo","Atraer las inversiones de empresas que quieran instalarse en Andalucía","Sí","Bien","No sabe"," "," ","Sí","Ni bien ni mal(no leer)","No sabe"," "," ","De acuerdo","Muy de acuerdo","En desacuerdo","De acuerdo","Muy de acuerdo","Muy de acuerdo","En desacuerdo","Muy de acuerdo","Muy buena","Muy buena","Socialdemócrata",6,6,5,6,6,"No contesta","Sí","No sabe","Sí",2,"Sí",7,"Sí",1,"No"," ",7,2,6,1,"No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Vox","Vox","Pensé en ir a votar pero no lo hice","No votó","Pensé en ir a votar pero no lo hice","No votó","El mismo día de las elecciones","No contesta"," ","Nos llega para vivir","Nada probable","Nada religiosa","Educación secundaria (ESO)","Trabajo doméstico no remunerado (tareas del hogar)"," "
